year_2023,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,day_18,day_19,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_29,day_30,day_31,shift_B,crew_E2,crew_E3,crew_E4,distance,distance_down,distance_down_level,distance_up,distance_up_level,lift_down,lift_down_level,lift_up,lift_up_level,travel_time,pay_original,total_des,efectivo_des,mantencion_des,mecanica_des,electrica_des,mant_excl_des,mec_excl_des,elec_excl_des,som_excl_des,demora_des,r_prog_des,r_noprg_des,waiting_des,queued_des,material_tonnage_des,payload_des,expected_time_des,CAT 797-F_des,KOM-CHQ_des,KOM.960E5_des,Kom.930E-4_des,Kom.930E-4SE_des,Kom.930EN_des,Kom.930ER_des,Kom.930ER-MT_des,Kom.980E5_des,Komatsu AHS_des
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.05692994633817154,-1.3909101920115574,0.8959142026424142,-1.4261022508707946,1.2573902307223608,0.7001396958056394,-0.8876105251858046,-0.5186468964008061,0.43095978904320154,-0.4115100294002162,182896.71412277222,-2.5229152193173388,0.05195335878950961,-0.277715344133243,-1.8365300480778937,-0.7240511533382478,0.008973312849655374,-0.45632842299210674,-0.35244787772121716,-0.7134843116908657,1.3545242940827422,1.12752586596514,0.22150356103053082,1.192358702268538,1.60030926843331,1.8427320330805255,2.5681855412079537,-0.5957677316223625,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.7972687097178512,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,-0.5359759956502572,-1.2455878572134154,0.41721864964129013,-1.1413885559928816,0.7576254717053015,0.7431560623376826,-0.4813947877218244,-0.23392315142541145,0.30130271381117063,0.5400986920940094,177821.82199335098,-2.480465258502878,-0.09173672725752129,0.26547419667970396,-2.037169935986718,-0.3085651708709787,-0.3329636588564776,-0.15296388563502147,-0.6297537765628308,-0.14967040799713227,0.7080972164657998,2.1563428057543894,-0.25338161637113676,1.6060605126351457,0.8354943830342232,1.249196275353075,2.282091677058829,-0.6837538588784351,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.8425882184952261,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.16925941468878855,-1.0064138335836619,0.49373376604949937,-1.1159080780654984,0.8495622401828699,0.7665636469842145,-0.35890947422759295,-0.7447455594720108,0.09354465240661519,0.4323255051335056,184522.75209140778,-2.565365180131799,-0.8027922485132896,0.8918379250453841,-2.1531096047635296,-0.9846440922876274,-0.45322151539451255,-0.1353906637039153,1.6693262867254852,0.05574016375420177,1.4056897661631473,1.2677430401900924,0.22869768748470123,0.5689509874272105,-0.9478923191567891,0.6486482522383988,1.9008867046388966,-0.6632561907647807,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.7519492009404765,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.27685342523373696,-0.6401066498504586,0.9177123806850678,-0.882530029277532,0.8778190757815622,-1.052169721918305,-0.9145028562374271,1.0661441612340157,0.47744285332110886,0.9222066126628464,169636.14100694656,-2.5229152193173388,-0.3234171402494389,0.5877687706541781,-2.202851070716972,0.21139496413526251,-0.8030806871285066,-0.32542502984435945,0.3448976045616105,0.10184757093507078,-0.05052095120463228,2.104027126283434,0.4545641255750842,1.928874041211538,-1.518449310477789,0.6722257242650129,1.643401225399165,-0.47093783778451714,-2.945179029448168,-0.6962683308847991,2.478282932887138,-1.6382780863836253,0.8425882184952261,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.1810225594154392,-1.2547538854186235,0.3734764321415711,-1.304560756640958,1.231357995320946,0.8044646791113418,-0.508504870441881,-0.7935606748939268,0.22225790907462767,-0.002022578352250435,160945.39898872375,-2.5229152193173388,-0.2864746773871259,0.5872212876943645,-2.353654991312149,-0.9640107535969036,0.21725878048863578,-0.34499109137590034,0.477444792323922,0.3597220155925085,0.7453282077574577,1.11342746999845,0.2955893064612734,0.9169878140912451,-1.5139879250589534,0.37384875068682766,1.9833872100563144,-0.42416763424373133,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.7972687097178512,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,-0.18279020114574115,-1.1060754917162727,0.9648526289131212,-1.102903397228007,0.7199336432951621,-0.2929717405047871,-1.075421339210293,0.2902119227922245,0.19429728411558186,-0.05074941793031944,160596.6180677414,-2.5229152193173388,0.1535304273950038,0.5336976246494306,-1.9649708967903519,0.4057569287922395,0.5000072289650298,-1.0520163611321516,-0.5144499960973756,0.1914253732477531,-0.24759614696116078,1.2432756138152685,0.22851965510900746,1.459636288106686,-1.507650256052757,0.7543742438979715,1.228083236772622,-0.17574087406494368,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.7972687097178512,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.11116918636848146,-1.3872201886322268,1.3152333554287166,-1.5598743745057748,1.4073310923509452,0.030146882739075374,-1.0566946957249528,-0.06393990398655108,0.975661077802334,0.21779700993683773,158409.59999895096,-2.5229152193173388,-0.6399919638456325,0.7336297571055673,-1.1356067093427176,-0.9846440922876274,1.0565275323610688,-1.0006151902259894,-0.03194141397929451,-0.23176324161162157,1.709016974460088,0.5458319735397494,-0.2831615773962741,1.0031094883688352,-1.3365748880762836,-0.2175189636358767,0.7871398991718334,-0.6587652557531246,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.7972687097178512,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-2.041403972682178,-1.8267459445973533,-0.4121925709011156,-1.560838083958399,0.08743106258806838,0.6869047829802217,0.19962355530610276,-0.568256438556256,0.43095978904320154,-2.831617546253253,110878.46605920792,-2.5229152193173388,-0.39748921117600156,-0.616045405851731,-0.05391038995430614,0.1911702064087114,-0.793078197165272,-0.6438365126693736,-0.2804060265948497,-0.6267507974834967,-0.25697094888502936,0.9609243017604983,0.17983589273747855,1.205069655635539,-1.8488420026166084,-0.6318523836897804,0.7694437550374239,-0.4777138329280486,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.7972687097178512,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.14691313018071556,-1.0089773973901937,0.836518894466465,-1.5612775354687958,1.10562094431486,0.6846313010224813,-1.0399278172555202,-0.7927120827012883,0.9014533432063855,0.5784919518116157,145894.17806959152,-2.480465258502878,-0.6593962477835879,-0.6055855998300292,0.5822052659719406,-0.8186785046406565,-1.1336188098736883,-1.0035843199337078,0.32980195262201395,0.2747848938727059,0.4412474390878899,-0.15555015559667446,-0.2151370251198326,0.47093762044885196,-0.9456407788519561,-0.385271322078108,0.658480727412898,-0.8488042046909482,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.8425882184952261,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.9667828371853984,-1.7404237899013233,0.525482933919803,-1.7172812797244725,0.6965402370727541,-0.2788900716440885,-0.8133572062497461,0.044415087759987724,1.154396718363323,-1.8295558129664098,121978.62696790695,-2.6927150625751817,-1.650517237240576,-1.6278659528188004,-0.030487552817863556,1.012417944395938,-1.5660626423297737,-1.1660007473691376,-0.6297537765628308,1.0261260517973214,1.1413433418875238,0.39383418661580755,1.2384973224196856,-0.5276666534461567,-1.871899443145731,-2.2628985376228483,-1.7531127585511785,-2.7164053436125464,-2.973126014440861,-0.6962683308847991,2.478282932887138,-1.6382780863836253,0.7066296921631016,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
