year_2023,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,day_18,day_19,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_29,day_30,day_31,shift_B,crew_E2,crew_E3,crew_E4,distance,distance_down,distance_down_level,distance_up,distance_up_level,lift_down,lift_down_level,lift_up,lift_up_level,travel_time,pay_original,total_des,efectivo_des,mantencion_des,mecanica_des,electrica_des,mant_excl_des,mec_excl_des,elec_excl_des,som_excl_des,demora_des,r_prog_des,r_noprg_des,waiting_des,queued_des,material_tonnage_des,payload_des,expected_time_des,CAT 797-F_des,KOM-CHQ_des,KOM.960E5_des,Kom.930E-4_des,Kom.930E-4SE_des,Kom.930EN_des,Kom.930ER_des,Kom.930ER-MT_des,Kom.980E5_des,Komatsu AHS_des
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.17791658718770417,-1.6819801839244144,1.8875395228345744,-1.7202556725790519,1.569264534934826,0.0029926926213692004,-2.0576991155169213,0.05825135336903531,2.6859782931242195,-0.8593485239974977,134593.45004844666,-2.60781514094626,-0.7838478070715217,-0.7132956684501978,0.4881089115967217,0.07464291542664321,-1.6067565331203695,-1.013196248309542,0.4522853724245944,1.2297056850517127,0.5156583328323834,-0.4375180749304717,-0.5791565867485703,0.4334254123677223,-1.710622445014364,-1.0136990283506915,0.023484094738446412,-0.8725088755144376,-2.945179029448168,-0.6962683308847991,2.478282932887138,-1.6382780863836253,0.8425882184952261,1.9719340730453556,0.5489563362866752,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-1.0868121453430106,-2.232809135023039,0.5937433747272255,-2.171755864036163,1.325193396879419,0.4420472963122514,-0.6440552840421638,-0.47052389517855964,1.0851440312284713,0.7342273966355923,179265.94787216187,-2.6927150625751817,-0.9375154058846658,-0.794582480536205,-0.33870373912538654,-0.18782949595793114,-1.4348903879116282,0.18419840615771932,-0.6297537765628308,0.6962577235997255,0.7162331140482306,0.48940353578926515,-0.36745990728726763,0.06932611142937213,-1.6270235873997332,-1.014918552765861,-1.1899224131555097,-1.88312762364124,-2.973126014440861,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.6613101833857268,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.1552183662656696,-2.156575094023225,0.6773705856566623,-1.9953877825951942,1.0359412105432362,1.0286172408070329,-0.529191278943129,-0.9748645032856442,0.7141053582487286,-1.0371489527813547,176893.53397750854,-2.480465258502878,-0.9237094369875037,-0.3970810368189166,-0.25883658955812755,-0.6451133110600725,-0.2757129399501003,0.4561102983059233,0.5489343635012799,0.3826835964912729,0.3490320850138694,-0.46747498799195486,-0.27701946043483955,-0.20827912401946405,-1.321522924186567,-0.4140317728691933,-0.549882451008053,-0.7961573242268493,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.8425882184952261,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-1.5853789019647315,-2.0251288998032773,0.34969021704323067,-2.0494110216066193,0.6513010161989026,-0.11283889324595837,-0.2367507882360127,-0.10044742342303765,-0.02207312168564167,-1.8510250798848562,184370.81790590286,-2.5229152193173388,-0.9200895140814702,-1.0182580845126785,0.19999451462416296,1.801755509081273,0.7102874951721766,-0.24389977346293912,-0.6297537765628308,-0.12483182725559018,0.44892353712092126,-0.5107809385200442,-0.24568576231273848,0.36269590818298486,-0.5748871419894648,0.5936680265211651,1.716672032838086,-1.6679926058788348,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.7972687097178512,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.7948844102886157,-1.5562326441804253,1.2234027905072673,-1.9783910317211522,0.9603429169140226,-0.0269337535570511,-0.9228862954721434,0.07707685960004916,-0.6245832974909027,-1.132468370096135,177581.57522201538,-2.565365180131799,-1.295919855616606,-1.0076830189204897,0.527826483271312,2.717385449792405,-0.14744739201699716,-0.3303467397666452,-0.09483996372761362,1.0818717955941712,0.042320241144959796,-0.8915944720974323,-0.45735007225118773,0.9065112079957873,-0.6707026905173555,0.5195141669432078,1.5963025524547712,-1.6386318456200102,-2.973126014440861,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.7972687097178512,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-1.261340270509873,-2.0241486647768,0.7350452693700129,-2.138622762087382,0.9943819076692997,0.6553892193109317,-0.5848268302280644,-0.7490065755882377,-0.19892112511859372,-1.4695410204696469,179563.31384944916,-2.60781514094626,-1.1149397513322368,-1.517922730020445,0.24566567199164727,1.209149678645117,-0.18096000796219364,-0.8180690698568758,-0.6297537765628308,0.5249325477663166,1.5014557945353089,-0.04255386456080662,-0.29197417999311504,1.1411673236694055,-0.8847658002398061,1.2715880986427186,1.975678505009988,-2.027029851055035,-2.945179029448168,-0.6962683308847991,2.478282932887138,-1.6382780863836253,0.7972687097178512,1.9719340730453556,0.6094257080997701,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.067307524708651,-1.7464746644206939,0.30685017940302173,-1.9498621480532283,1.0544240475294535,0.24288563705508992,-0.09227255622992805,-0.24926401312069735,-0.8336391094209834,-1.1981614186416547,180433.49483680725,-2.565365180131799,-0.4677649080061332,-0.941711322262952,0.2232553494288261,-0.2963077419457962,1.6431122998916163,-0.857040155376488,-0.04040970653077552,-0.5030760839164304,0.1996483202978385,0.4456793386564779,-0.48475087334659944,0.7194466892060376,-1.1284741906425573,1.4000107946957272,1.6312117928997987,-1.359611297685495,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.7972687097178512,1.9719340730453556,0.6094257080997701,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-1.9159780581070545,-2.2544723291081774,0.06670556739780259,-2.129657951275291,0.6587681706031998,0.7184087472517681,0.03805181732793427,-0.8533412865923476,-0.5762125960849585,-2.163269932618137,180291.46295642853,-2.480465258502878,-0.14465069635369282,-1.021658241842047,-0.4378761665630276,-0.7378611899272867,0.7169273246919308,-0.6443397549927157,-0.6297537765628308,-0.38908576831118014,1.6115777866165006,-0.0060095674753324,-0.5857761541720926,1.4167616465738528,-0.4853258720861099,1.7283677434801674,1.7317595301126618,-1.6670819754797457,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.8425882184952261,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.295784681100339,-1.8220142338254788,0.16240956321307642,-2.0391525272253253,1.0016274044344633,0.7207808240903288,0.2008211894824908,-0.6027297440841483,-0.7642684449656293,-0.8875395430448788,179680.64910411835,-2.565365180131799,-0.1524626717831094,-0.3452286375460452,-0.026126990054133898,-0.9846440922876274,0.33335605715592354,-0.5012578976200895,0.9255279242870694,-0.2618873617877338,0.4344398513148355,-0.7173947612407797,-0.6813471703967863,1.2133119144594537,-0.10352300965360499,1.5924585225451449,1.7759100189981771,-1.5726705306251325,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.7519492009404765,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-1.709317272214355,-2.387747741572449,0.5585016363229501,-2.3727224365134734,0.9329255720119585,0.9531631584850856,-0.3817733994131828,-0.9463855085653253,0.00034256920979588437,-2.1358388045999863,162172.5340385437,-2.480465258502878,-0.8404672511660407,-1.0380827306364548,0.3630971122402616,-0.1968591352661489,0.7841520364391403,-0.6846192705530174,-0.6297537765628308,-0.45970932681274596,1.2000827343233162,-0.21239683995185657,-0.17138961498344873,1.1005022033273206,0.140352161512467,1.0421820058780193,1.7687037285285496,-2.1497839600701125,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.8425882184952261,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-1.2277730568594445,-2.107593248174766,1.253442138464188,-2.3895757874209647,1.0661658845490785,-0.37095449153483345,-1.3328038112995049,0.21978478918758126,0.7917344351392438,-0.40173933178362803,154021.07407712936,-2.60781514094626,-0.0350798541226149,-1.8955851201676461,0.8078070131691117,-0.9846440922876274,0.39978284947586656,-0.5320663926550929,-0.4953042911983751,-0.25672849105421,0.2302760791717306,-0.912315105971838,-0.607568935433151,0.7252311660312548,0.17233237287926081,1.9397519754429144,1.7377127845877787,-1.467670886347572,-2.945179029448168,-0.6962683308847991,2.478282932887138,-1.6382780863836253,0.8425882184952261,1.9719340730453556,0.6094257080997701,-0.6631368096785447,-2.956891174399874,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.20939945460189244,-1.502048907030443,1.6916530455541234,-1.6116124656631372,1.0250639386138067,0.5291587733664903,-1.7619923497832921,-0.4329751952503961,0.9118353474105881,-0.18449492976026569,145359.4348526001,-2.60781514094626,-0.12465289477530948,-1.785613082476669,-0.03995793912980273,2.2551986631201903,-0.4056883152273461,-1.3495634172314022,-0.6297537765628308,0.014319498512047465,1.3116224416818232,-0.037569759188157296,-0.5371733156076972,1.17552661948958,-0.25108229000182325,1.2038367422444023,0.8494012139617491,-2.162934368007267,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.7519492009404765,1.9719340730453556,0.6094257080997701,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.9491745516835469,-1.6472300215281603,0.9345566729123277,-1.7137394547441882,0.6697316984465003,0.24128492016647676,-1.1964912668597023,-0.28725205510604246,0.27935893219774227,-0.9814189199524137,163180.94692134857,-2.5229152193173388,-0.4965371460524649,-1.213349315008358,-0.7780743132026731,2.0357089691665893,0.5663485299177656,-1.160112812186035,3.4276629154945932,-0.21191080155672193,0.4652591933343107,1.3485343426642262,-0.2209878163755865,0.6911201310190297,0.17120660272684435,0.7744625210700723,0.4358195020470917,-1.8511650622421614,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.8425882184952261,1.9719340730453556,0.6094257080997701,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.9424049002174977,-1.9032125837390435,1.2619615255207592,-2.041667423412893,0.9722472360039626,0.8975324469069058,-1.3899636242634794,-0.896463010423938,0.4990327029730303,-1.407365985948343,175253.9079566002,-2.480465258502878,-0.35178835286304905,-1.6625014537501654,-0.8814993018495242,0.6424887394339306,0.706240903791039,-1.06798927247503,2.2502020642060594,-0.15009647544610633,1.3602717884502364,0.42488899701462257,0.10116176744226507,-0.0931357612926082,1.590385813015713,0.10057365465421861,-0.0036472432261568746,-0.40826836684100437,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.8425882184952261,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-1.1666701865119835,-1.8904196859358708,1.0566210676765802,-1.816811650056373,0.6396354053357219,0.852897964389634,-1.3147304228194672,-0.8192471392781874,0.6546447887155679,-1.9832508096563413,173399.77289056778,-2.5229152193173388,-0.8685764604969394,-0.12313785266376902,-0.4146760826327817,-0.7487703016706991,1.6738037007189774,-1.1730360750494602,3.479086315191268,0.8324265772245447,0.22325136383368194,-0.10551740550969473,-0.3706887671918953,0.4439764967055648,0.9544090672820668,-0.5188092455391895,0.9005651929742731,-1.4782760540388253,-2.945179029448168,-0.6962683308847991,2.478282932887138,-1.6382780863836253,0.8425882184952261,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.437763057991634,-1.6433290184058424,1.5639324692754577,-1.6942216399420813,0.939097884732448,0.9549320666409806,-1.8066314418123008,-0.9391995576574511,0.7752176102689214,-0.6189602803801623,192944.50997066498,-2.5229152193173388,-1.0563098330683403,-0.8372429290627323,0.5653772737583523,0.09102701208997047,1.1473763585798495,-1.1303913205694505,-0.40914861915287265,1.3530694845343925,0.38337655691207456,-0.5794605163998029,-0.6460320209637157,-0.041149948108038084,2.0015420897927063,0.5717504627263097,1.5131126282157963,-1.1423043415799212,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.8425882184952261,1.9719340730453556,0.6094257080997701,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.8797236431429791,-1.8495472081623845,1.5675844069103608,-1.7475232533153813,0.7184081171905367,0.9545492865154427,-1.8097888410045966,-0.9337529198252684,1.1729191576821845,-1.4939372750562405,177501.6647582054,-2.480465258502878,-1.291743844110532,-0.33229075075887143,0.40139041341462434,0.016501844224860937,0.977903971652908,-0.9430945926679873,0.6142874908007528,0.48908530537020145,0.17406558425763585,0.5613419517972945,-0.36024150369095714,0.21795985714858,0.29524979544680746,-0.3961115391018386,1.4190391299270764,-1.5828628037876062,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.8425882184952261,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-1.728182210937749,-2.2569578063956506,0.636529389621356,-2.119983850306068,0.6884522406837342,0.13237237505319094,-0.7788435668029271,-0.2863011503795398,0.42388114981306335,-1.3433052959100595,166409.61985445023,-2.480465258502878,-0.2704176190609534,-0.33180089758430137,0.2975604189383247,0.01760501282812736,-0.3168342875767317,-1.1104830542580368,0.2166459275138184,-0.0679230344764057,0.5501688434567606,-0.0026461676958872285,-0.812249520815977,0.4908729633271756,-0.6824190391406529,1.3048201389560927,2.4106830635011502,-0.30580830671990933,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.8425882184952261,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.9806344108728501,-2.227698621562966,1.0553758433794718,-2.0434776552487026,1.204054989653548,1.0552784565206372,-1.167421419123738,-0.7868742498866838,0.8668859882992108,-1.7981610558143097,198598.33508634567,-2.480465258502878,-1.3116507465908318,1.0525097663043619,0.7690209549022533,-0.5646228611180408,-0.4060302806961747,-0.03297078605733093,1.1615355558305187,-0.17483141815951958,0.2704957675344855,-0.6345470796268816,-0.88370524251488,-0.3077324036839282,-0.8524520273463704,0.052300813220418206,1.6271573650330284,-0.895625313036652,-2.945179029448168,-0.6962683308847991,2.478282932887138,0.1898256724776956,0.8425882184952261,1.9719340730453556,0.669895079912865,-0.6631368096785447,-2.7003493040005115,-0.3261428985533201
